@RELATION combined

@ATTRIBUTE name {ArcPlatform,Berek,E-Learning,InterCafe,Nieruchomosci,Tomcat,Zuzel,ant,camel,forrest,ivy,jEdit}
@ATTRIBUTE wmc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE ca REAL
@ATTRIBUTE ce REAL
@ATTRIBUTE npm REAL
@ATTRIBUTE lcom3 REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE dam REAL
@ATTRIBUTE moa REAL
@ATTRIBUTE cam REAL
@ATTRIBUTE max_cc REAL
@ATTRIBUTE avg_cc REAL
@ATTRIBUTE bug {0, 1}

@DATA
ArcPlatform,55,74,63,1417,71,3,55,0.98005698,318,1,5,0.113286713,6,1.0909,0
ivy,55,31,123,1255,17,15,41,0.87037037,1167,1,6,0.108932462,9,1.7091,1
ant,55,20,106,1313,8,12,9,0.956552707,1133,1,2,0.195454545,10,1.8545,0
Tomcat,55,1,56,1485,1,0,54,1.018518519,329,0,0,0.5,1,0.9818,0
jEdit,55,31,132,1121,23,15,52,0.969907407,956,0.15,6,0.121082621,9,1.5091,1
ivy,54,17,137,1241,7,0,16,0.943951165,1589,1,1,0.205450734,5,1.2037,0
Tomcat,54,16,222,817,2,0,32,0.849056604,3912,0.966666667,2,0.129380054,30,3.6296,1
ivy,57,56,242,1504,8,54,27,0.950255102,2550,0.785714286,3,0.113945578,9,2.0351,1
Tomcat,57,42,187,0,1,0,2,0.68877551,4114,1,6,0.224561404,22,1.7719,1
Berek,57,34,246,1180,22,34,3,0.823376623,4020,0.909090909,6,0.189083821,72,2.9474,1
ant,56,51,169,1200,37,16,35,0.848863636,1842,0.875,2,0.155844156,14,2.1964,1
Tomcat,56,49,89,1310,40,0,56,0.956473829,583,1,24,0.1375,5,1.1964,0
Tomcat,56,65,77,332,61,0,53,0.778512397,1397,0.909090909,2,0.148809524,11,2.3214,0
Tomcat,51,40,207,999,4,0,38,0.907222222,2594,1,9,0.092,41,4.1373,1
Tomcat,51,44,124,0,1,0,39,0.679166667,4367,0.791666667,9,0.2,11,2.1373,0
camel,51,15,113,1263,11,5,50,0.924,731,0.6,0,0.104444444,2,1,1
jEdit,51,22,125,1041,10,17,41,0.948333333,1243,0.833333333,6,0.100490196,30,2.1569,0
jEdit,51,5,67,51,1,4,7,0.7648,7188,0.16,1,0.4,167,8.902,0
Tomcat,50,29,164,909,6,0,41,0.927240461,2168,1,5,0.090225564,62,3.04,0
camel,50,8,84,1011,5,4,48,0.947648625,726,0.869565217,0,0.1825,9,1.5,0
Tomcat,53,14,121,884,7,0,41,0.894917582,1074,0.821428571,5,0.109467456,11,1.7547,0
Tomcat,53,33,113,1152,25,0,46,0.932692308,1038,0.96875,7,0.131410256,18,1.7358,1
camel,53,24,87,1296,9,19,44,0.684615385,614,1,3,0.240566038,9,1.2642,1
InterCafe,53,14,42,274,11,3,52,0.907407407,460,1,0,0.261904762,3,1,1
Tomcat,52,25,71,0,22,0,50,0.692810458,1338,1,2,0.164335664,11,2.0577,1
camel,52,32,124,1214,6,29,45,0.793226381,766,1,2,0.107843137,7,1.0962,0
Tomcat,68,4,69,2278,1,0,68,2,170,0,0,0.136029412,1,0.9853,0
jEdit,68,75,291,1812,39,59,42,0.937619594,2351,0.666666667,7,0.113662457,21,2.5441,0
jEdit,89,141,269,3550,119,43,66,0.961229947,2699,0.588235294,2,0.103620474,35,3.2135,0
Tomcat,110,13,177,4753,3,0,92,0.921035387,1126,0.928571429,7,0.176605505,3,1.0455,0
Tomcat,80,28,231,2670,8,0,74,0.931170886,2501,1,4,0.108499096,5,1.325,1
Tomcat,81,29,110,3002,21,0,80,0.976704545,879,1,2,0.169472503,3,1.1481,0
Tomcat,81,17,212,2914,0,0,69,0.977083333,2334,0.988095238,5,0.184375,9,1.3457,1
Tomcat,119,8,121,6959,1,0,118,0.978813559,398,1,2,0.086241276,1,0.9748,0
jEdit,119,90,279,5913,72,28,97,0.886101695,4045,0.84,8,0.103641457,17,2.9076,1
Tomcat,118,10,210,3267,1,0,104,0.928547009,1160,0.92,4,0.130536131,3,1.0424,1
jEdit,118,1,180,6075,0,1,27,0.921125975,5209,0.717391304,1,0.138067061,9,1.5678,0
Berek,84,44,313,3022,34,44,5,0.880120482,5924,0.95,5,0.201058201,49,2.5119,1
ArcPlatform,3,8,14,3,3,5,3,2,85,0,0,0.5,9,3.3333,1
ArcPlatform,3,3,9,3,0,3,3,2,40,0,0,0.5,5,2,0
ArcPlatform,3,3,10,3,0,3,3,2,33,0,0,0.833333333,1,0.6667,0
ArcPlatform,3,3,5,3,0,3,3,2,14,0,0,0.5,1,0.6667,1
ArcPlatform,3,5,11,3,4,1,3,2,33,0,0,0.555555556,1,0.6667,0
ArcPlatform,3,2,5,3,0,2,3,2,11,0,0,0.5,1,0.6667,0
ArcPlatform,3,11,21,3,0,11,3,2,73,0,0,0.833333333,3,1.3333,0
ArcPlatform,3,6,3,3,6,0,3,2,3,0,0,0.666666667,1,1,0
ArcPlatform,3,7,3,3,4,3,3,2,3,0,0,0.583333333,1,1,0
ArcPlatform,3,6,22,3,1,5,3,2,129,0,0,0.5,17,6,0
ArcPlatform,3,4,3,3,3,1,3,2,3,0,0,1,1,1,0
ArcPlatform,3,2,19,1,0,2,3,1,74,0.5,0,0.5,1,0.6667,0
ArcPlatform,3,2,12,3,1,1,3,2,33,0,0,0.555555556,1,0.6667,0
ArcPlatform,3,4,4,1,3,1,3,0.5,14,1,0,0.666666667,1,0.6667,0
ArcPlatform,3,4,10,3,0,4,3,2,27,0,0,0.833333333,1,0.6667,0
ArcPlatform,3,4,3,3,2,2,3,2,3,0,0,0.666666667,1,1,0
ArcPlatform,3,3,3,3,2,1,3,2,3,0,0,1,1,1,1
ArcPlatform,3,4,7,3,4,0,3,1.5,36,1,0,0.5,2,1.3333,0
ArcPlatform,3,2,10,3,0,2,2,1,30,1,0,0.666666667,1,0.3333,0
ivy,3,7,8,3,7,0,3,2,34,0,0,0.777777778,1,0.6667,0
ivy,3,3,4,1,2,1,2,0,16,1,0,0.666666667,1,0.6667,0
ivy,3,9,23,0,1,8,2,0,125,1,2,0.444444444,1,0.6667,0
ivy,3,16,38,3,2,0,1,2,159,0,0,1,1,0.6667,0
ivy,3,4,19,0,1,3,3,0,57,1,0,0.5,2,1,0
ivy,3,2,6,1,2,0,1,0.5,21,1,0,0.5,2,0.6667,0
ivy,3,3,7,3,0,0,3,2,17,0,0,1,1,0.6667,0
ivy,3,8,20,1,2,6,3,0,155,1,0,0.444444444,4,2,0
ivy,3,5,9,0,1,4,3,0.833333333,40,0.666666667,2,0.5,1,0.6667,0
ivy,3,13,22,0,4,11,2,1,201,1,3,0.583333333,6,3.3333,0
ivy,3,8,4,0,8,0,3,0.5,20,1,0,0.666666667,1,0.6667,0
ivy,3,16,3,3,15,1,3,2,3,0,0,1,1,1,0
ivy,3,3,5,3,0,0,1,1,18,0,1,0.75,1,0.3333,0
ivy,3,2,4,1,2,0,3,0.5,14,1,0,0.666666667,1,0.6667,0
ivy,3,6,18,3,2,4,2,2,67,0,0,0.444444444,7,3,0
ivy,3,2,5,0,1,1,3,0,22,1,1,0.555555556,2,1,0
ivy,3,7,12,3,2,5,1,2,53,0,0,0.5,2,1,0
ivy,3,5,5,3,2,3,1,1,18,0,1,0.75,1,0.3333,0
ivy,3,11,3,3,8,3,3,2,3,0,0,1,1,1,0
ivy,3,4,5,3,3,1,3,2,18,0,0,0.555555556,1,0.3333,0
ivy,3,3,3,3,2,1,3,2,3,0,0,0.666666667,1,1,0
ivy,3,5,3,3,3,2,3,2,3,0,0,1,1,1,0
ivy,3,7,18,0,1,6,3,0.833333333,87,0.666666667,2,0.466666667,1,0.6667,0
ivy,3,7,12,0,1,6,3,0.833333333,64,0.666666667,1,0.444444444,1,0.6667,0
ivy,3,10,3,3,7,3,3,2,3,0,0,1,1,1,0
ivy,3,3,6,3,1,2,3,2,15,0,0,0.833333333,1,0.6667,0
ivy,3,4,23,3,1,3,0,1,95,0,1,1,3,1,0
ivy,3,6,11,1,3,3,2,0.5,33,1,1,0.666666667,1,0.6667,0
ivy,3,6,5,3,3,3,1,1,18,0,1,0.75,1,0.3333,0
ivy,3,20,3,3,19,2,3,2,3,0,0,0.583333333,1,1,0
ivy,3,5,10,0,2,3,2,0.5,39,1,2,0.466666667,1,0.6667,0
ivy,3,6,14,0,2,4,2,0.5,70,1,2,0.466666667,1,0.6667,0
ivy,3,3,5,3,1,2,3,2,12,0,0,0.777777778,1,0.6667,0
ivy,3,5,3,3,4,1,3,2,3,0,0,0.777777778,1,1,0
ivy,3,11,22,3,0,11,3,2,101,0,0,0.416666667,2,1.3333,0
ivy,3,11,38,1,1,10,3,0,215,1,0,0.416666667,4,1.6667,0
ivy,3,9,3,3,4,5,3,2,3,0,0,0.619047619,1,1,0
ivy,3,10,5,3,7,3,1,1,18,0,1,0.75,1,0.3333,0
ivy,3,15,3,3,14,1,3,2,3,0,0,0.666666667,1,1,0
ant,3,10,18,3,1,9,1,1.1,106,0,0,0.444444444,1,0.6667,0
ant,3,7,4,1,6,1,2,0.5,16,1,0,0.555555556,1,0.6667,0
ant,3,19,10,3,14,5,3,2,38,0,0,0.583333333,1,0.3333,0
ant,3,2,5,0,1,1,3,0,34,1,1,0.5,1,0.6667,0
ant,3,5,11,1,1,4,1,0.5,41,1,1,0.75,3,1,1
ant,3,5,15,3,0,5,2,2,51,0,0,0.666666667,2,1,0
ant,3,5,7,1,1,4,3,0.5,29,1,0,0.666666667,1,0.6667,0
ant,3,2,3,3,2,0,3,1.5,4,0,0,0.666666667,1,1,0
ant,3,4,19,3,0,4,2,2,136,0,0,0.666666667,2,1,0
ant,3,12,22,3,2,10,2,1.5,72,0,0,1,1,0.6667,0
ant,3,3,6,3,1,2,2,2,16,0,0,0.333333333,1,0.6667,0
ant,3,1,10,0,0,1,1,0,67,1,1,0.666666667,1,0.6667,0
ant,3,7,14,3,6,2,3,2,52,0,0,0.555555556,3,1.6667,0
ant,3,1,4,1,1,0,3,0.5,14,1,0,0.666666667,1,0.6667,0
ant,3,3,18,0,2,1,3,0.25,204,1,0,0.666666667,2,1,0
ant,3,4,9,3,1,3,3,2,27,0,0,0.555555556,3,1,0
ant,3,2,13,1,1,1,3,1.441176471,76,0.058823529,1,0.5,4,1.6667,0
ant,3,5,12,3,1,4,1,2,40,0,0,0.666666667,1,0.6667,0
ant,3,4,6,0,1,3,3,0,30,1,0,0.666666667,2,1,0
ant,3,12,38,3,1,11,2,1.5,182,0,0,0.833333333,12,4.3333,0
ant,3,69,3,3,69,0,3,2,3,0,0,1,1,1,0
ant,3,11,28,3,1,10,2,1.5,111,0,0,0.833333333,7,2.6667,0
ant,3,5,3,3,4,2,3,1.5,8,0,0,0.666666667,1,1,0
ant,3,3,19,3,0,3,1,2,83,0,0,0.666666667,4,2,0
ant,3,2,21,1,0,2,2,0.5,120,1,0,0.666666667,6,3,0
ant,3,1,17,0,0,1,1,0.96875,251,1,0,0.5,11,5.3333,0
ant,3,1,7,0,1,0,3,0,58,1,0,0.666666667,4,1.6667,0
ant,3,6,17,0,1,5,2,1.142857143,156,1,1,0.583333333,9,4.3333,0
ant,3,3,7,0,3,0,3,0,27,1,0,0.666666667,1,0.3333,0
ant,3,2,11,3,1,1,3,2,25,0,0,0.666666667,1,0.6667,0
ant,3,5,12,3,1,4,2,2,44,0,0,1,1,0.6667,0
ant,3,4,10,0,0,4,3,0,55,0,0,0.666666667,1,0.6667,0
ant,3,3,20,3,0,3,1,2,82,0,0,0.5,6,2.3333,0
ant,3,8,6,1,7,1,3,0.5,25,1,0,0.833333333,3,1.3333,0
ant,3,3,10,0,2,1,3,0,44,1,0,0.555555556,4,1.6667,0
ant,3,7,3,3,2,5,3,2,3,0,0,0.476190476,1,1,0
ant,3,3,31,3,0,3,1,2,202,0,0,0.666666667,14,5,0
ant,3,10,12,1,6,4,3,2,76,0,0,0.666666667,4,1.6667,0
ant,3,1,5,0,1,0,3,0,45,1,0,0.666666667,2,1,0
ant,3,1,6,1,1,0,2,0,22,1,0,0.666666667,1,0.6667,0
ant,3,1,23,1,0,1,3,0.666666667,121,0.666666667,0,0.666666667,5,1.6667,0
ant,3,4,19,1,0,4,2,0.5,89,1,0,0.5,1,0.3333,0
ant,3,38,3,3,38,0,3,2,3,0,0,1,1,1,0
ant,3,1,5,3,0,1,3,2,12,0,0,0.555555556,1,0.6667,0
ant,3,4,5,3,1,3,3,2,11,0,0,0.666666667,1,0.6667,0
ant,3,10,23,3,1,9,2,2,145,0,0,1,10,3.6667,0
ant,3,3,9,3,0,3,3,2,33,0,0,0.555555556,4,1.3333,0
ant,3,6,15,3,0,6,2,2,50,0,0,1,1,0.6667,0
ant,3,3,36,3,1,2,1,2,241,0,0,0.666666667,18,6.3333,1
ant,3,3,5,1,0,3,2,0.5,14,1,0,1,1,0.3333,0
ant,3,4,7,3,1,3,3,2,17,0,0,0.555555556,1,0.6667,0
ant,3,0,7,0,0,0,3,0,19,1,0,0.666666667,1,0.6667,0
ant,3,2,5,3,2,0,3,2,19,0,0,0.5,1,0.6667,0
ant,3,1,5,3,1,0,3,2,24,0,0,0.666666667,4,1.6667,0
ant,3,4,6,0,1,3,3,0,34,1,0,0.666666667,2,1,0
ant,3,8,24,3,1,7,2,2,116,0,0,0.555555556,4,1.6667,0
ant,3,4,19,0,1,3,2,0.75,101,0.5,0,0.666666667,1,0.6667,0
ant,3,4,11,0,0,4,3,0,35,1,1,0.666666667,2,1,0
ant,3,5,20,3,0,5,1,1,71,0,0,1,3,1.6667,0
ant,3,10,16,3,0,10,2,2,105,0,0,0.666666667,2,1,0
ant,3,3,10,0,0,3,3,0,32,1,0,0.666666667,1,0.6667,0
ant,3,5,16,3,0,5,2,2,95,0,0,0.666666667,2,1,0
ant,3,9,14,3,8,2,3,2,52,0,0,0.555555556,3,1.6667,0
ant,3,6,32,3,0,6,1,2,185,0,0,0.666666667,12,4.3333,0
ant,3,6,4,3,6,0,3,2,20,0,0,0.5,2,1,0
ant,3,3,8,1,2,1,3,0,49,1,1,0.666666667,4,1.3333,0
ant,3,8,43,3,2,6,1,2,250,0,0,0.555555556,9,3.3333,1
ant,3,6,22,3,0,6,1,1,82,0,0,1,3,1.6667,0
ant,3,7,18,3,1,6,1,1.25,82,0,0,0.583333333,1,0.6667,0
ant,3,4,11,0,0,4,3,0,53,1,0,0.666666667,1,0.6667,0
Nieruchomosci,3,2,28,0,1,1,3,0.45,630,0,0,1,1,0.6667,1
Nieruchomosci,3,5,3,3,5,0,3,2,3,0,0,0.666666667,1,1,0
Nieruchomosci,3,2,20,1,1,1,3,0.5,174,0,0,0.444444444,1,0.6667,1
Tomcat,3,3,8,3,3,0,3,1.5,73,0,0,0.833333333,3,1,0
Tomcat,3,0,3,3,0,0,3,2,3,0,0,1,1,1,0
Tomcat,3,2,7,3,2,0,3,1.5,30,0,0,0.833333333,3,1,0
Tomcat,3,5,8,3,0,0,2,1,27,1,0,1,1,0.3333,0
Tomcat,3,6,9,1,2,0,3,0,35,1,0,0.555555556,1,0.3333,0
Tomcat,3,2,4,0,2,0,3,0,31,1,0,0.444444444,2,1,0
Tomcat,3,3,9,1,1,0,2,0.5,59,1,1,0.555555556,2,1,0
Tomcat,3,2,11,0,1,0,3,0,52,1,0,0.5,1,0.6667,0
Tomcat,3,5,12,1,1,0,3,0,259,1,0,0.555555556,1,0.3333,0
Tomcat,3,2,6,3,2,0,3,1.5,31,0,0,0.666666667,3,1,0
Tomcat,3,0,4,0,0,0,3,0.5,22,1,0,0.466666667,1,0.6667,0
Tomcat,3,4,9,3,1,0,3,2,63,0,0,0.666666667,1,0.6667,0
Tomcat,3,3,13,3,1,0,2,1.5,106,1,0,0.533333333,6,3.3333,1
Tomcat,3,5,18,3,1,0,2,2,104,0,0,0.5,4,1.6667,0
Tomcat,3,3,10,0,3,0,2,0,59,1,0,0.466666667,1,0.6667,0
Tomcat,3,0,4,3,0,0,3,2,6,0,0,0.666666667,1,0.6667,0
Tomcat,3,1,11,0,1,0,3,0.166666667,67,1,0,0.666666667,3,1.6667,0
Tomcat,3,3,7,1,1,0,2,0.5,25,1,0,0.5,1,0.3333,0
Tomcat,3,5,13,0,1,0,3,0,81,0,1,0.555555556,7,2.6667,0
Tomcat,3,4,7,3,1,0,3,1.5,17,1,0,0.555555556,1,0.6667,0
Tomcat,3,4,8,1,1,0,3,2,21,0,0,0.666666667,1,0.6667,0
Tomcat,3,3,15,1,1,0,2,0.833333333,64,1,0,0.5,1,0.3333,0
Tomcat,3,2,5,1,1,0,2,0.5,16,0,1,0.555555556,1,0.6667,0
Tomcat,3,6,6,3,1,0,2,2,16,0,0,0.666666667,1,0.6667,0
Tomcat,3,3,11,1,1,0,2,0.5,342,1,0,0.5,2,0.6667,0
Tomcat,3,4,24,3,1,0,3,2,161,0,0,0.666666667,1,0.6667,0
Tomcat,3,2,3,3,1,0,3,2,3,0,0,0.5,1,1,0
Tomcat,3,6,9,0,4,0,3,0.1875,101,0,2,1,1,0.6667,0
Tomcat,3,0,3,3,0,0,3,2,3,0,0,0.466666667,1,1,0
Tomcat,3,7,3,3,7,0,3,2,3,0,0,0.555555556,1,1,0
Tomcat,3,6,6,3,1,0,2,2,16,0,0,0.666666667,1,0.6667,0
Tomcat,3,5,25,0,0,0,2,1.1,172,1,1,0.75,7,2.3333,0
Tomcat,3,7,22,0,1,0,3,0.5,128,1,0,0.777777778,1,0.6667,0
Tomcat,3,2,8,0,1,0,3,0.25,48,1,2,0.555555556,3,1.3333,0
Tomcat,3,109,6,3,109,0,3,2,16,0,0,0.777777778,0,0,0
Tomcat,3,2,7,0,2,0,3,0,24,1,0,0.666666667,1,0.6667,0
Tomcat,3,6,17,1,1,0,3,2,68,0,0,0.666666667,1,0.6667,0
Tomcat,3,0,4,3,0,0,3,2,6,0,0,0.666666667,1,0.6667,0
Tomcat,3,5,8,3,0,0,2,2,26,0,0,0.333333333,1,0.6667,0
Tomcat,3,4,4,3,4,0,3,1.4375,23,0,2,0.5,2,1,0
Tomcat,3,4,8,3,1,0,3,2,40,0,0,0.666666667,1,0.6667,0
Tomcat,3,5,6,0,5,0,3,1.142857143,40,0,0,0.583333333,3,1.3333,0
Tomcat,3,12,4,1,10,0,3,0.5,13,1,0,0.666666667,1,0.6667,0
Tomcat,3,0,3,3,0,0,3,2,3,0,0,0.555555556,1,1,0
Tomcat,3,0,4,3,0,0,3,2,6,0,0,0.666666667,1,0.6667,0
Tomcat,3,1,3,3,1,0,3,2,3,0,0,0.666666667,1,1,0
Tomcat,3,6,14,1,1,0,3,0,249,1,0,0.555555556,1,0.3333,0
Tomcat,3,13,35,3,1,0,1,2,194,0,0,0.416666667,1,0.6667,1
Tomcat,3,6,12,1,2,0,3,0,50,1,1,0.611111111,1,0.6667,0
Tomcat,3,2,8,3,2,0,3,1.5,47,0,0,0.833333333,3,1,0
Tomcat,3,0,4,0,0,0,3,0.5,20,1,0,0.666666667,1,0.6667,0
Tomcat,3,3,31,3,0,0,3,2,208,0,0,0.555555556,1,0.6667,0
Tomcat,3,5,8,3,2,0,3,2,44,0,0,0.666666667,1,0.6667,0
Tomcat,3,3,5,1,3,0,2,0.5,128,1,0,0.75,3,1,0
Tomcat,3,7,12,1,2,0,3,0,270,1,0,0.555555556,1,0.3333,0
Tomcat,3,0,5,1,0,0,3,0.5,18,1,1,0.555555556,1,0.6667,0
Tomcat,3,5,17,0,1,0,2,0.6,113,1,2,0.625,1,0.3333,0
Tomcat,3,0,4,0,0,0,3,0.75,35,1,3,0.5,1,0.6667,0
Tomcat,3,5,6,3,0,0,3,1.5,19,1,0,0.5,1,0.6667,0
Tomcat,3,7,19,0,0,0,3,0.833333333,108,0.666666667,1,0.555555556,1,0.6667,0
Tomcat,3,18,4,1,18,0,1,0.952380952,134,0,20,0.75,1,0.3333,0
Tomcat,3,3,4,3,1,0,3,2,11,0,0,0.666666667,1,0.6667,0
Tomcat,3,3,11,3,2,0,3,2,71,0,0,0.333333333,8,3.6667,0
Tomcat,3,8,11,0,3,0,3,0,85,1,0,0.666666667,1,0.6667,0
Tomcat,3,4,8,3,1,0,3,2,27,0,0,0.666666667,1,0.6667,0
Tomcat,3,2,13,0,1,0,3,0.375,101,1,1,0.666666667,2,1,0
Tomcat,3,3,8,1,1,0,3,0,34,1,0,0.555555556,1,0.3333,0
Tomcat,3,1,7,0,1,0,3,0,33,1,0,0.666666667,1,0.6667,0
Tomcat,3,3,13,3,0,0,3,2,95,0,0,0.555555556,1,0.6667,0
Tomcat,3,2,6,1,1,0,2,0.5,20,1,0,0.666666667,1,0.6667,0
Tomcat,3,3,5,1,1,0,2,0.5,22,0,2,0.5,1,0.6667,0
Tomcat,3,0,4,0,0,0,3,0.5,21,1,0,0.5,1,0.6667,0
Tomcat,3,1,14,3,1,0,3,2,138,0,0,0.5,13,5.6667,1
Tomcat,3,3,6,1,3,0,2,0.5,23,1,0,0.5,3,1,0
camel,3,8,22,3,2,6,2,2,165,0,0,0.666666667,15,5.3333,1
camel,3,6,3,3,5,2,3,2,3,0,0,1,1,1,0
camel,3,8,16,3,2,6,2,2,96,0,0,0.533333333,3,1.6667,0
camel,3,3,20,3,1,2,3,2,127,0,0,0.666666667,13,4.6667,0
camel,3,2,4,1,1,1,3,0.5,15,1,0,0.666666667,1,0.6667,1
camel,3,6,4,3,2,4,3,2,10,0,0,0.555555556,1,0.6667,1
camel,3,5,3,3,2,4,3,2,3,0,0,0.777777778,1,1,0
camel,3,5,7,3,0,5,3,2,19,0,0,0.533333333,1,0.6667,0
camel,3,8,15,3,0,8,1,2,49,0,0,0.666666667,1,0.6667,0
camel,3,9,18,0,2,7,2,0.5,61,1,0,0.666666667,1,0.3333,0
camel,3,6,8,3,2,4,2,2,31,0,0,0.333333333,1,0.6667,0
camel,3,8,9,0,2,8,2,0.5,44,1,3,0.4,2,1,0
camel,3,4,9,1,1,3,3,0,47,1,0,0.5,2,1,0
camel,3,1,5,3,0,1,3,2,12,0,0,0.666666667,1,0.3333,0
camel,3,10,25,0,1,10,2,0,136,1,0,0.5,2,1,0
camel,3,10,22,1,1,9,2,0.5,141,1,1,0.666666667,6,2,0
camel,3,12,17,3,0,12,1,2,67,0,0,0.666666667,1,0.6667,0
camel,3,4,10,0,1,3,3,0.5,34,1,1,0.555555556,1,0.6667,1
camel,3,6,6,3,4,2,2,2,23,0,0,0.833333333,2,1,0
camel,3,2,15,3,1,1,0,2,63,0,0,0.5,1,0.6667,0
camel,3,3,5,3,1,3,1,2,25,0,0,0.777777778,1,0.6667,0
camel,3,3,21,1,1,2,1,0.5,88,1,0,0.5,5,1.6667,1
camel,3,6,7,0,1,5,3,0,29,1,0,0.533333333,1,0.6667,1
camel,3,5,13,3,1,4,3,2,58,0,0,0.666666667,3,1.3333,0
camel,3,6,8,3,3,4,1,2,60,0,0,0.5,3,1.3333,0
camel,3,8,12,3,0,8,2,2,39,0,0,0.666666667,1,0.6667,0
camel,3,3,6,3,2,1,3,1.5,17,1,0,0.777777778,0,0,0
camel,3,2,9,0,1,1,3,0.5,34,1,1,0.5,1,0.6667,0
camel,3,8,7,3,1,7,1,1,17,1,0,0.75,1,0.3333,0
camel,3,4,12,3,1,3,3,2,60,0,0,0.666666667,6,2.3333,0
camel,3,4,5,3,1,4,3,2,20,0,0,0.833333333,1,0.6667,0
camel,3,5,7,0,1,4,1,0,24,1,1,0.5,1,0.6667,1
camel,3,4,9,3,0,4,1,2,33,0,0,0.777777778,1,0.6667,0
camel,3,5,6,3,2,5,3,2,18,0,0,0.555555556,1,0.6667,0
camel,3,8,22,3,5,3,2,2,193,0,0,0.583333333,10,5.6667,0
camel,3,9,3,3,7,2,3,2,3,0,0,1,1,1,0
camel,3,6,10,3,1,5,2,2,33,0,0,0.416666667,2,1,1
camel,3,7,13,0,1,6,2,0.5,72,1,0,0.6,6,2,0
camel,3,10,15,1,2,9,3,2,54,0,0,0.5,2,1,1
camel,3,4,11,3,1,3,3,2,48,0,0,0.533333333,1,0.6667,0
camel,3,4,5,3,0,4,3,2,18,0,0,0.833333333,1,0.6667,0
camel,3,6,8,3,1,6,2,2,22,0,0,0.666666667,1,0.3333,0
camel,3,4,18,3,1,3,3,2,65,0,0,0.416666667,4,1.6667,0
camel,3,10,8,1,5,5,3,0,26,1,1,0.5,1,0.3333,1
camel,3,3,7,0,1,2,3,0,21,1,0,0.666666667,1,0.6667,0
camel,3,6,6,3,5,1,3,1.5,17,1,0,0.777777778,0,0,0
camel,3,4,6,0,2,2,2,0.5,33,1,1,0.666666667,2,1,0
camel,3,8,11,1,1,7,2,0.5,41,1,0,0.75,1,0.3333,0
camel,3,10,21,3,4,6,2,2,106,0,0,0.666666667,11,4,1
camel,3,5,4,0,2,3,3,0.5,21,1,2,0.5,1,0.6667,0
camel,3,3,5,3,2,1,3,2,12,0,0,0.666666667,1,0.3333,0
camel,3,3,10,3,0,3,2,2,30,0,0,0.666666667,1,0.3333,0
camel,3,4,8,0,1,3,3,0.5,32,1,2,0.555555556,1,0.6667,0
camel,3,2,6,3,1,1,3,2,16,0,0,0.777777778,0,0,0
camel,3,4,8,3,0,4,2,2,24,0,0,0.444444444,1,0.6667,0
camel,3,0,6,3,0,0,3,2,12,0,0,0.833333333,1,0.6667,0
camel,3,6,13,0,2,5,3,0.25,49,1,2,0.466666667,1,0.6667,0
camel,3,2,41,3,0,2,1,2,228,0,0,0.333333333,1,0.6667,0
camel,3,17,35,3,3,14,2,1.041666667,491,0.083333333,0,0.666666667,4,2,0
camel,3,4,9,3,1,3,3,2,23,0,0,1,1,0.6667,0
camel,3,2,7,3,0,2,3,2,13,0,0,0.833333333,1,0.6667,0
camel,3,5,12,1,1,4,3,0,38,1,0,0.666666667,1,0.3333,1
camel,3,9,4,1,9,0,3,0.5,14,1,0,0.666666667,1,0.6667,0
camel,3,13,3,3,11,2,3,2,3,0,0,0.833333333,1,1,0
camel,3,1,20,3,1,0,2,2,106,0,0,0.777777778,9,3.6667,0
camel,3,3,16,1,1,2,1,0.5,60,1,0,0.5,3,1,0
camel,3,7,5,3,4,3,3,2,12,0,0,0.666666667,1,0.6667,1
camel,3,5,5,0,1,4,3,0,24,1,0,1,1,0.6667,0
camel,3,5,10,0,3,2,3,0.75,33,1,1,0.583333333,1,0.3333,1
camel,3,5,9,0,4,1,3,0,44,1,0,0.666666667,1,0.3333,1
camel,3,4,10,0,1,3,3,0.5,37,1,0,0.5,1,0.6667,0
camel,3,4,7,0,1,3,3,0,31,1,0,0.583333333,1,0.6667,0
camel,3,3,8,0,1,2,3,0.5,29,0,0,0.666666667,1,0.6667,0
camel,3,2,7,3,2,0,2,2,22,0,0,0.444444444,1,0.6667,1
camel,3,5,10,0,1,4,3,0,31,1,1,0.555555556,1,0.6667,0
camel,3,5,9,3,3,3,2,2,28,0,0,0.777777778,1,0.6667,0
camel,3,6,6,3,0,6,2,1,21,1,1,0.666666667,1,0.3333,0
camel,3,5,6,1,2,3,3,0,31,1,1,0.5,1,0.6667,0
camel,3,4,7,0,1,3,2,0,27,1,0,0.666666667,1,0.3333,0
camel,3,7,3,3,7,1,3,2,3,0,0,0.666666667,1,1,1
camel,3,9,15,3,1,8,1,2,52,0,0,0.666666667,1,0.6667,0
camel,3,6,9,3,2,4,2,2,19,0,0,0.333333333,1,0.6667,0
camel,3,3,6,3,1,2,3,2,22,0,0,0.666666667,3,1.3333,0
camel,3,4,5,3,1,3,3,2,12,0,0,0.666666667,1,0.6667,0
camel,3,4,6,3,1,4,2,2,16,0,0,0.5,1,0.3333,0
camel,3,5,11,0,1,4,3,0,53,1,0,0.5,1,0.6667,0
